#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:10_800_005_18" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:10_800_005_18" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:10_800_005_18" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.10_800_005_18" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:10_800_005_18" name="distribution" x="@birthRate.t:10_800_005_18">
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@10_800_005_18" id="treeLikelihood.10_800_005_18" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:10_800_005_18">
#            <siteModel id="SiteModel.s:10_800_005_18" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:10_800_005_18" name="mutationRate" spec="beast.core.parameter.RealParameter">0.005</parameter>
#                <parameter estimate="false" id="gammaShape.s:10_800_005_18" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:10_800_005_18" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:10_800_005_18" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:10_800_005_18" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:10_800_005_18" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	YuleModel	birthRate
0	-1229.5516413853613	-1230.4431008946276	0.8914595092663071	-1230.4431008946276	0.44774402213659154	0.8914595092663071	2.328438226982494
2000	-1230.1431825857444	-1229.0448794160243	-1.0983031697201597	-1229.0448794160243	0.6016117343033284	-1.0983031697201597	1.4708302169154928
4000	-1229.372373974957	-1229.0702830520631	-0.30209092289388906	-1229.0702830520631	0.7738934844125293	-0.30209092289388906	3.12687128281689
6000	-1229.1247287220967	-1232.6280673130416	3.5033385909448134	-1232.6280673130416	0.4774289293208969	3.5033385909448134	6.109023639458904
8000	-1228.748659124706	-1230.4645366227182	1.7158774980123206	-1230.4645366227182	0.5110749045304017	1.7158774980123206	3.46367266398281
10000	-1234.5308714199487	-1231.3832720101834	-3.147599409765136	-1231.3832720101834	1.1120063457142855	-3.147599409765136	1.9350615865563896
12000	-1230.7156814995315	-1232.1030212278304	1.3873397282989224	-1232.1030212278304	0.5567986175856027	1.3873397282989224	3.2247201332204964
14000	-1228.5934178385232	-1231.1936425961426	2.600224757619407	-1231.1936425961426	0.5339237922924653	2.600224757619407	6.0377333715910435
16000	-1233.5719101901193	-1231.251136847946	-2.320773342173087	-1231.251136847946	1.0205524795312633	-2.320773342173087	3.1277589628925226
18000	-1235.20574162339	-1231.2316167317267	-3.974124891663127	-1231.2316167317267	1.0015508324225537	-3.974124891663127	1.1869978533828518
20000	-1233.8195658047914	-1229.8881282565565	-3.931437548234982	-1229.8881282565565	1.1066162273344933	-3.931437548234982	1.7121871243302367
22000	-1233.6994021438588	-1231.6673436916499	-2.032058452209042	-1231.6673436916499	0.8869248534965218	-2.032058452209042	2.667076210309382
24000	-1232.2076922009417	-1232.6597070825926	0.4520148816509737	-1232.6597070825926	0.8826705757871692	0.4520148816509737	3.461921616865972
26000	-1231.918696618059	-1231.7319217845782	-0.1867748334808419	-1231.7319217845782	0.5263967692661651	-0.1867748334808419	2.7284656983603384
28000	-1231.3219222668672	-1230.5064364476552	-0.8154858192120147	-1230.5064364476552	0.6903525136462187	-0.8154858192120147	2.0065289325567814
30000	-1227.9559217825936	-1232.3353926864847	4.37947090389117	-1232.3353926864847	0.43788408233276227	4.37947090389117	4.9314978876643005
32000	-1234.3665744743473	-1230.8589613404183	-3.507613133929051	-1230.8589613404183	0.768140049270659	-3.507613133929051	1.4719996323198776
34000	-1231.0291341208078	-1235.5599246495801	4.530790528772396	-1235.5599246495801	0.4550206325720423	4.530790528772396	5.572464128346875
36000	-1229.6738312949697	-1229.3638767247949	-0.30995457017490136	-1229.3638767247949	0.5567708508475444	-0.30995457017490136	4.7370562789815756
38000	-1232.6466288911502	-1230.3289918633213	-2.317637027828863	-1230.3289918633213	0.5314117392189941	-2.317637027828863	5.854640266967759
40000	-1237.5327316684686	-1232.709677080878	-4.823054587590542	-1232.709677080878	0.8641226758860585	-4.823054587590542	2.5707678060634147
42000	-1234.6544759186263	-1231.25861796432	-3.3958579543064626	-1231.25861796432	0.7048932210225153	-3.3958579543064626	1.0927447131148782
44000	-1229.4644352310092	-1232.1001179999594	2.6356827689500895	-1232.1001179999594	0.5857270130523766	2.6356827689500895	4.127360744145324
46000	-1231.317636730829	-1230.4406835258042	-0.8769532050247562	-1230.4406835258042	0.6435504124003895	-0.8769532050247562	2.472057650050602
48000	-1231.7472778637155	-1233.968833734462	2.2215558707463856	-1233.968833734462	0.5037326912580112	2.2215558707463856	6.467344549535404
50000	-1227.991893169857	-1228.2526965922498	0.2608034223927911	-1228.2526965922498	0.6876750873368557	0.2608034223927911	4.078894160495338
52000	-1230.6025677498865	-1232.2170056566051	1.6144379067186798	-1232.2170056566051	0.6163912921921413	1.6144379067186798	2.7763914270444134
54000	-1228.6139003017774	-1228.969431314852	0.3555310130746694	-1228.969431314852	0.547347459984137	0.3555310130746694	6.203443702822276
56000	-1225.946782981246	-1231.8701830606026	5.923400079356417	-1231.8701830606026	0.33738713291281835	5.923400079356417	6.211753948753379
58000	-1230.242617697016	-1231.2285061389998	0.9858884419838798	-1231.2285061389998	0.5780920124392306	0.9858884419838798	4.0837842396929
60000	-1230.6105663034436	-1229.3850296333578	-1.2255366700859116	-1229.3850296333578	0.8614017708283369	-1.2255366700859116	2.673255970664582
62000	-1227.8676524597452	-1227.6264638520613	-0.2411886076837857	-1227.6264638520613	0.6675934233412232	-0.2411886076837857	2.6502644721330055
64000	-1226.7914905613684	-1234.7116001190511	7.9201095576828	-1234.7116001190511	0.26504078121920127	7.9201095576828	5.49550562855657
66000	-1231.9495082517549	-1230.938053853559	-1.0114543981958979	-1230.938053853559	0.6569125970810584	-1.0114543981958979	1.70052486952517
68000	-1232.4613773760234	-1229.353273125536	-3.108104250487511	-1229.353273125536	0.974531578909654	-3.108104250487511	3.5088862443993745
70000	-1228.6195298389944	-1229.762706423221	1.143176584226662	-1229.762706423221	0.470237290103868	1.143176584226662	1.805423356508015
72000	-1234.1440898454355	-1230.3974363552395	-3.746653490195924	-1230.3974363552395	1.029931109446823	-3.746653490195924	2.5193916088463206
74000	-1233.138833453114	-1231.1971232442208	-1.941710208893328	-1231.1971232442208	0.8285446566023874	-1.941710208893328	2.5303045774350044
76000	-1230.7680329242608	-1232.4933335352835	1.725300611022777	-1232.4933335352835	0.5542599933488781	1.725300611022777	3.4577730027562144
78000	-1229.8664656402054	-1232.9451398924723	3.0786742522669126	-1232.9451398924723	0.3370668982296905	3.0786742522669126	2.159054774514137
80000	-1230.4329862643722	-1233.9696120267076	3.5366257623354236	-1233.9696120267076	0.4135588302573672	3.5366257623354236	4.597774474951882
82000	-1235.4833746291674	-1234.1770810001792	-1.306293628988107	-1234.1770810001792	0.585175519613301	-1.306293628988107	3.5992104041928497
84000	-1229.1244274062171	-1231.8471027622938	2.722675356076813	-1231.8471027622938	0.4342178798300076	2.722675356076813	5.606076949463451
86000	-1233.3930178061105	-1230.9667620013088	-2.4262558048018015	-1230.9667620013088	0.809339278323344	-2.4262558048018015	1.7816166654856784
88000	-1232.1104283594304	-1231.187477395321	-0.9229509641095142	-1231.187477395321	0.7685301703920335	-0.9229509641095142	3.3906578464756003
90000	-1232.9280474150735	-1235.966235870522	3.038188455448451	-1235.966235870522	0.395466925204055	3.038188455448451	2.810351782077449
92000	-1232.4961302831064	-1231.1701783926887	-1.3259518904176844	-1231.1701783926887	0.7778139592743724	-1.3259518904176844	2.231190398202882
94000	-1230.1979250693264	-1232.156224980069	1.9582999107427055	-1232.156224980069	0.4890268797484935	1.9582999107427055	4.291769380721545
96000	-1227.8878556224663	-1230.798216572035	2.9103609495687746	-1230.798216572035	0.46236172530124686	2.9103609495687746	3.537618443758818
98000	-1231.4663929147716	-1230.535217011982	-0.9311759027896502	-1230.535217011982	0.632530436192598	-0.9311759027896502	1.7763711973930587
100000	-1230.9011615607578	-1230.1875379197418	-0.7136236410159587	-1230.1875379197418	0.727467457899468	-0.7136236410159587	3.724526985400861
102000	-1232.4105858267476	-1230.5815316855887	-1.82905414115876	-1230.5815316855887	0.8449216900440139	-1.82905414115876	2.161906396267896
104000	-1231.32194577124	-1229.1993629391625	-2.122582832077599	-1229.1993629391625	0.7610794740960913	-2.122582832077599	1.9922905736368919
106000	-1230.8437054203257	-1229.606033133437	-1.2376722868887597	-1229.606033133437	0.7539266984882659	-1.2376722868887597	2.400204747232225
108000	-1230.0063697219207	-1229.6323340045374	-0.3740357173832356	-1229.6323340045374	0.5967976283198373	-0.3740357173832356	3.7562389966714984
110000	-1228.0170764524414	-1233.027516541231	5.01044008878956	-1233.027516541231	0.34961222293609234	5.01044008878956	4.825798383182945
112000	-1237.8527404317692	-1232.4292278863413	-5.423512545427829	-1232.4292278863413	1.2619261901841603	-5.423512545427829	2.1031314993603356
114000	-1230.9667759335978	-1230.2308914301418	-0.7358845034559676	-1230.2308914301418	0.7367297202812181	-0.7358845034559676	2.652436790122991
116000	-1230.9477750680692	-1229.841012680977	-1.1067623870922478	-1229.841012680977	0.8066867579951946	-1.1067623870922478	1.9655309971144788
118000	-1232.2207130629636	-1232.3694565441128	0.1487434811493551	-1232.3694565441128	0.7353176239863535	0.1487434811493551	2.4616174631240355
120000	-1230.8598188492726	-1232.589985587354	1.730166738081376	-1232.589985587354	0.5491936910740945	1.730166738081376	2.6220562936540905
122000	-1227.3106530986026	-1230.5649372120913	3.2542841134885596	-1230.5649372120913	0.520120267205234	3.2542841134885596	3.0726736454744263
124000	-1226.9426385221952	-1228.6495706094142	1.7069320872190916	-1228.6495706094142	0.5436008415855171	1.7069320872190916	3.828317147994737
126000	-1231.2991010866137	-1231.8770747475755	0.5779736609618773	-1231.8770747475755	0.5689061806019118	0.5779736609618773	3.9902528214808424
128000	-1227.011661755859	-1230.7717569887539	3.7600952328949333	-1230.7717569887539	0.4262601100981831	3.7600952328949333	4.159269927757934
130000	-1226.9706839279183	-1231.1296899165966	4.159005988678173	-1231.1296899165966	0.44743572267949927	4.159005988678173	5.794535237034437
132000	-1230.2954728465497	-1230.9367362161274	0.6412633695778114	-1230.9367362161274	0.6405934491634654	0.6412633695778114	3.6791484528628513
134000	-1229.1087507836733	-1233.2121633621525	4.103412578479313	-1233.2121633621525	0.401927765011306	4.103412578479313	5.284389329578635
136000	-1231.0914504062512	-1228.6715374866458	-2.4199129196054576	-1228.6715374866458	1.02210993599454	-2.4199129196054576	3.375538321823481
