#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:10_800_005_18" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:10_800_005_18" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:10_800_005_18" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.10_800_005_18" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:10_800_005_18" name="distribution" x="@birthRate.t:10_800_005_18">
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@10_800_005_18" id="treeLikelihood.10_800_005_18" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:10_800_005_18">
#            <siteModel id="SiteModel.s:10_800_005_18" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:10_800_005_18" name="mutationRate" spec="beast.core.parameter.RealParameter">0.005</parameter>
#                <parameter estimate="false" id="gammaShape.s:10_800_005_18" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:10_800_005_18" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:10_800_005_18" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:10_800_005_18" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:10_800_005_18" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	YuleModel	birthRate
138000	-1228.4793875518665	-1229.2218735260105	0.7424859741441683	-1229.2218735260105	0.6327936813022951	0.7424859741441683	5.704386746485945
140000	-1231.5917564889473	-1230.0528768657969	-1.5388796231504345	-1230.0528768657969	0.7356079768849564	-1.5388796231504345	2.001383088502794
142000	-1233.4212819671618	-1231.5500060465874	-1.8712759205743792	-1231.5500060465874	0.8682096854285106	-1.8712759205743792	3.6151910632201627
144000	-1228.9871180055134	-1230.5172031377408	1.5300851322274003	-1230.5172031377408	0.5285664986973699	1.5300851322274003	3.899322966971259
146000	-1230.0403763791676	-1229.876939165188	-0.1634372139794058	-1229.876939165188	0.5564958030783633	-0.1634372139794058	4.730248836467335
148000	-1231.844515434687	-1232.2439958028233	0.39948036813611765	-1232.2439958028233	0.8291532949124149	0.39948036813611765	2.781197614472538
150000	-1232.4631025513927	-1231.8039952530808	-0.6591072983118584	-1231.8039952530808	0.6848277630415552	-0.6591072983118584	2.2987686984000724
152000	-1230.9617926610465	-1231.3716809345676	0.40988827352117196	-1231.3716809345676	0.6106457144064302	0.40988827352117196	2.2790609550695753
154000	-1226.8626193762243	-1230.1615052188433	3.2988858426190806	-1230.1615052188433	0.43753080782142706	3.2988858426190806	3.8869000882768265
156000	-1233.341662125635	-1231.9838864441608	-1.3577756814741178	-1231.9838864441608	0.6897947364528545	-1.3577756814741178	3.524122015397562
158000	-1228.1295563381816	-1228.8197869043815	0.6902305662000172	-1228.8197869043815	0.6513080183417803	0.6902305662000172	3.3541608000606824
160000	-1229.136154355136	-1231.949988673162	2.813834318026056	-1231.949988673162	0.5071853988056106	2.813834318026056	3.6228738431296303
162000	-1227.1156480726552	-1229.4550898482726	2.339441775617405	-1229.4550898482726	0.4976853976239523	2.339441775617405	3.676674817738618
164000	-1229.8551090047501	-1230.8750346129068	1.0199256081565462	-1230.8750346129068	0.4839805010029051	1.0199256081565462	6.094224507877594
166000	-1232.0555677907073	-1232.763596054184	0.7080282634767796	-1232.763596054184	0.6355039630929742	0.7080282634767796	1.833770307426182
168000	-1230.6218884659918	-1229.5299741164254	-1.0919143495664252	-1229.5299741164254	0.6978217369671215	-1.0919143495664252	2.966730214978184
170000	-1230.2861566389242	-1231.5920715573125	1.305914918388274	-1231.5920715573125	0.6936821996758002	1.305914918388274	2.578723770024496
172000	-1232.0208317202398	-1230.2363174353236	-1.7845142849161904	-1230.2363174353236	0.7084755749738204	-1.7845142849161904	1.482822894643066
174000	-1227.6046320498554	-1229.8764301673164	2.2717981174610316	-1229.8764301673164	0.4953096535102604	2.2717981174610316	4.616990459307366
176000	-1235.7633460697757	-1230.635724011167	-5.127622058608647	-1230.635724011167	0.9470426927636433	-5.127622058608647	2.2903010491748086
178000	-1232.8607387037002	-1229.3479369225936	-3.512801781106684	-1229.3479369225936	1.0601800280562204	-3.512801781106684	2.8242080287287483
180000	-1229.6886027951205	-1230.7360777277186	1.0474749325981438	-1230.7360777277186	0.52248894361834	1.0474749325981438	2.516983744954396
182000	-1232.2369228992707	-1229.6386512993731	-2.5982715998976507	-1229.6386512993731	0.9270975042207417	-2.5982715998976507	2.623362604206213
184000	-1228.7963383603155	-1228.997337843877	0.20099948356144415	-1228.997337843877	0.7447234035450329	0.20099948356144415	2.2806831396887923
186000	-1230.1209209675992	-1230.0039354350615	-0.11698553253776245	-1230.0039354350615	0.590159391998267	-0.11698553253776245	2.1465402263929647
188000	-1235.6514234963045	-1229.6206898787555	-6.030733617549038	-1229.6206898787555	0.7976838717525325	-6.030733617549038	4.5216759322876765
190000	-1230.8518693707838	-1231.1092813681325	0.25741199734877807	-1231.1092813681325	0.5859635491345347	0.25741199734877807	2.5748421981213565
192000	-1240.519786516437	-1234.9326035922884	-5.587182924148746	-1234.9326035922884	1.299663657439038	-5.587182924148746	1.7595439480954893
194000	-1233.0384155666118	-1229.3497085903361	-3.6887069762757303	-1229.3497085903361	0.9809071806194861	-3.6887069762757303	3.0745175041730137
196000	-1233.5438679294477	-1230.0990103288607	-3.4448576005870315	-1230.0990103288607	0.7908088786291531	-3.4448576005870315	1.747026813456918
198000	-1230.370387168199	-1230.5440678040495	0.17368063585048432	-1230.5440678040495	0.5577640311790675	0.17368063585048432	5.136694145071889
200000	-1232.1115123705144	-1230.082372420236	-2.0291399502784127	-1230.082372420236	0.772576196759151	-2.0291399502784127	1.63569539500956
202000	-1230.7670446298403	-1234.8539644174152	4.086919787574899	-1234.8539644174152	0.5160667979561585	4.086919787574899	5.034070801071286
204000	-1229.6725558567377	-1229.2458181694517	-0.42673768728607	-1229.2458181694517	0.7884956769879969	-0.42673768728607	2.7769007159975256
206000	-1232.3151415678942	-1230.419388474887	-1.8957530930072686	-1230.419388474887	0.8905204304358206	-1.8957530930072686	3.4273131802208807
208000	-1232.0981086779138	-1231.9684852487228	-0.1296234291910061	-1231.9684852487228	0.542395795127597	-0.1296234291910061	1.9438520019313648
210000	-1235.7576214853077	-1233.6285464014527	-2.129075083854986	-1233.6285464014527	0.9861368348369819	-2.129075083854986	1.5722807223194273
212000	-1230.4680755228394	-1232.3896071905472	1.9215316677077299	-1232.3896071905472	0.5194011533482931	1.9215316677077299	5.398694372877252
214000	-1230.6122551901876	-1229.7329647625809	-0.8792904276068363	-1229.7329647625809	0.7548644159704028	-0.8792904276068363	1.7730277252361326
216000	-1231.7351987692527	-1230.2935531206504	-1.4416456486023579	-1230.2935531206504	0.884636574423468	-1.4416456486023579	2.250948773627696
218000	-1236.4515358787294	-1231.641552801761	-4.809983076968297	-1231.641552801761	1.0059371403356816	-4.809983076968297	1.1196341036320916
220000	-1227.553296869075	-1230.2470422167828	2.6937453477079107	-1230.2470422167828	0.5523529649676396	2.6937453477079107	2.994802987878769
222000	-1229.4215879843252	-1233.531981845767	4.110393861441819	-1233.531981845767	0.4211342336382239	4.110393861441819	3.069684478365085
224000	-1231.3731992194296	-1230.5426193476183	-0.830579871811397	-1230.5426193476183	0.7499329635971841	-0.830579871811397	2.3014976757215
226000	-1232.3463586796097	-1232.94301924371	0.5966605641002971	-1232.94301924371	0.5839072552193404	0.5966605641002971	3.718273832856731
228000	-1229.0108517579695	-1232.3945611386807	3.383709380711167	-1232.3945611386807	0.5896654932158943	3.383709380711167	4.469720622638647
230000	-1230.4352922665419	-1232.310323324025	1.8750310574831404	-1232.310323324025	0.4495761548766827	1.8750310574831404	3.513801042274925
232000	-1233.053355460795	-1233.9693273273992	0.9159718666042478	-1233.9693273273992	0.7739893486799915	0.9159718666042478	3.7946171022054327
234000	-1229.9930530181766	-1232.9511658540137	2.9581128358370257	-1232.9511658540137	0.4776316871904126	2.9581128358370257	3.5753616510466797
236000	-1236.127174780295	-1236.9131272324873	0.7859524521923531	-1236.9131272324873	0.4067212324712813	0.7859524521923531	1.9428747758599851
238000	-1229.777152563237	-1229.5771827244675	-0.19996983876940178	-1229.5771827244675	0.6887864916682579	-0.19996983876940178	2.4617832314081194
240000	-1235.7338744527065	-1232.9441282852717	-2.7897461674347857	-1232.9441282852717	0.8878177126921316	-2.7897461674347857	2.3342245599914557
242000	-1229.3691890820226	-1228.9255409913535	-0.4436480906690976	-1228.9255409913535	0.7284799099064481	-0.4436480906690976	3.5423564583064118
244000	-1230.2567811922438	-1228.918154271249	-1.3386269209946824	-1228.918154271249	0.8336269798912663	-1.3386269209946824	2.807710043639576
246000	-1229.013302780436	-1231.9226636133324	2.909360832896229	-1231.9226636133324	0.45149043879544204	2.909360832896229	6.428042245619496
248000	-1234.3979714565412	-1236.6707715458292	2.2728000892879106	-1236.6707715458292	0.5729979306721542	2.2728000892879106	2.495885651143277
250000	-1228.481341596822	-1230.3568535203706	1.8755119235485331	-1230.3568535203706	0.6098220076915392	1.8755119235485331	3.699808750263444
252000	-1231.9527073508896	-1231.9534141298045	7.067789150219106E-4	-1231.9534141298045	0.6526002991997097	7.067789150219106E-4	2.8300846163326905
254000	-1232.8368844768393	-1233.1978704591734	0.36098598233412904	-1233.1978704591734	0.4959268242677547	0.36098598233412904	5.904270674462567
256000	-1229.2840379234822	-1230.9988425119723	1.7148045884900252	-1230.9988425119723	0.5646675209845152	1.7148045884900252	2.849602554622277
258000	-1230.3238275885947	-1230.2986452198456	-0.025182368749042894	-1230.2986452198456	0.7348424407054935	-0.025182368749042894	4.096976138629952
260000	-1230.70723644778	-1228.7123197447108	-1.994916703069065	-1228.7123197447108	0.7369394838077584	-1.994916703069065	2.9383201733656112
262000	-1230.2550537473314	-1232.014396555388	1.7593428080565907	-1232.014396555388	0.5780627659220697	1.7593428080565907	3.611209343793204
264000	-1229.9847264854186	-1231.2568764463226	1.2721499609039961	-1231.2568764463226	0.5956709508905975	1.2721499609039961	3.3061027485018184
266000	-1233.73813215451	-1234.7466966872255	1.0085645327156794	-1234.7466966872255	0.6780125708014189	1.0085645327156794	3.0041718544088933
268000	-1228.345521904532	-1228.8473281264587	0.5018062219266679	-1228.8473281264587	0.6252998017173431	0.5018062219266679	2.382388605183368
270000	-1236.067297896782	-1232.88353698407	-3.183760912712194	-1232.88353698407	0.946919003118258	-3.183760912712194	3.9536409663393
272000	-1228.2980096429003	-1234.621496802217	6.323487159316761	-1234.621496802217	0.29668659112118523	6.323487159316761	5.101185887294389
274000	-1230.1841045413776	-1229.4380232689534	-0.7460812724240884	-1229.4380232689534	0.7335968926144247	-0.7460812724240884	1.7632631703504031
276000	-1230.438993344039	-1231.7034042032496	1.264410859210492	-1231.7034042032496	0.5230739044142553	1.264410859210492	4.479931518029831
278000	-1231.6298588696031	-1230.1602409946906	-1.469617874912406	-1230.1602409946906	0.8654839563607624	-1.469617874912406	2.2107215109717475
280000	-1234.4429086811401	-1231.64560207636	-2.7973066047800943	-1231.64560207636	0.9573682280354897	-2.7973066047800943	2.652560509194389
282000	-1229.7117987840572	-1231.8374983501951	2.1256995661378064	-1231.8374983501951	0.5791882474473904	2.1256995661378064	3.227264001208135
284000	-1230.5173199481271	-1231.2279108395524	0.7105908914252881	-1231.2279108395524	0.5746317226382701	0.7105908914252881	3.169368668383515
286000	-1233.204872203647	-1231.3803576553635	-1.8245145482835596	-1231.3803576553635	0.6829378521445768	-1.8245145482835596	1.7426181328673085
288000	-1231.8790359555792	-1231.1932774866027	-0.6857584689765459	-1231.1932774866027	0.7569468082409198	-0.6857584689765459	2.0366430222599416
290000	-1233.0085288885778	-1231.7496939763512	-1.2588349122265834	-1231.7496939763512	0.7891140329591504	-1.2588349122265834	1.7806113478365646
292000	-1231.8818059547389	-1230.9571162984203	-0.9246896563185274	-1230.9571162984203	0.6965724507249083	-0.9246896563185274	2.139313428909861
294000	-1231.4194868388659	-1230.1382247742376	-1.2812620646282555	-1230.1382247742376	0.6915231014627715	-1.2812620646282555	1.8079975814008797
296000	-1229.3847519836281	-1230.7934094398943	1.4086574562662388	-1230.7934094398943	0.46066598525946467	1.4086574562662388	4.751098436861787
298000	-1231.4173586735653	-1231.8936841324032	0.4763254588378958	-1231.8936841324032	0.6059258166596431	0.4763254588378958	3.4507570210667278
300000	-1231.5895533266612	-1229.1264923100937	-2.4630610165674245	-1229.1264923100937	0.8417894488761952	-2.4630610165674245	3.393568448196976
302000	-1234.3297062664049	-1231.4461290148452	-2.883577251559692	-1231.4461290148452	0.8777965420092166	-2.883577251559692	2.673797763420456
304000	-1230.9437635302406	-1231.1768341248087	0.23307059456809398	-1231.1768341248087	0.5945077166345968	0.23307059456809398	6.896948908876967
306000	-1236.1969929757597	-1235.204104270433	-0.9928887053267466	-1235.204104270433	0.71665409668973	-0.9928887053267466	2.4159986228110295
308000	-1234.0980600828598	-1232.0955411616333	-2.0025189212265673	-1232.0955411616333	0.814209947697198	-2.0025189212265673	2.3874941937224197
310000	-1231.1489190805835	-1230.7376976872374	-0.41122139334613417	-1230.7376976872374	0.7594982891593974	-0.41122139334613417	2.644929944538387
312000	-1230.0299354924741	-1231.9316375723538	1.901702079879617	-1231.9316375723538	0.671472185283071	1.901702079879617	3.5656183815723415
314000	-1234.9406645929425	-1231.4990038919316	-3.441660701011025	-1231.4990038919316	1.1418608792996263	-3.441660701011025	2.7184258106345234
316000	-1228.4931650627072	-1230.5060790485607	2.0129139858534035	-1230.5060790485607	0.5886810117972713	2.0129139858534035	3.7878163402985634
318000	-1229.6080903342192	-1229.714761213516	0.10667087929690044	-1229.714761213516	0.5485922684574205	0.10667087929690044	2.8328592116346654
320000	-1232.8261780899782	-1233.4224580334917	0.5962799435135788	-1233.4224580334917	0.5714451368341257	0.5962799435135788	2.509601431166212
322000	-1229.5785360532873	-1229.13062538949	-0.44791066379736044	-1229.13062538949	0.7395536797313333	-0.44791066379736044	1.8816917620911866
324000	-1235.6494771233765	-1231.1703463032622	-4.4791308201143805	-1231.1703463032622	1.0154723033753716	-4.4791308201143805	1.8132611654833706
326000	-1230.4171633907415	-1229.5284173366108	-0.8887460541307695	-1229.5284173366108	0.7268523278621671	-0.8887460541307695	2.5122227714780503
328000	-1229.0355631056154	-1228.0863578851486	-0.9492052204668076	-1228.0863578851486	0.8074340903861357	-0.9492052204668076	1.9666683520096429
330000	-1230.6477364603265	-1232.430303466805	1.7825670064785295	-1232.430303466805	0.40266577548074795	1.7825670064785295	4.772968093327847
332000	-1227.3080613445795	-1228.370956147326	1.062894802746444	-1228.370956147326	0.6427878554452621	1.062894802746444	3.0868383956977166
334000	-1229.2450911180151	-1231.4918487611694	2.246757643154398	-1231.4918487611694	0.5231664853166426	2.246757643154398	3.7256657103651385
336000	-1233.3560621332067	-1231.0441755330578	-2.3118866001488456	-1231.0441755330578	0.7649388500796227	-2.3118866001488456	1.9166162072563246
338000	-1226.8579327485766	-1230.1129253433464	3.254992594769784	-1230.1129253433464	0.4216637049466264	3.254992594769784	6.833723052283512
340000	-1236.3632209458526	-1231.2804371881707	-5.082783757682021	-1231.2804371881707	1.0604361903861705	-5.082783757682021	1.8807460152076518
342000	-1232.00577398452	-1234.536707541138	2.530933556618149	-1234.536707541138	0.38212139870677375	2.530933556618149	2.690766119359927
344000	-1238.9469824219307	-1234.505080212255	-4.4419022096755185	-1234.505080212255	1.1741718704050943	-4.4419022096755185	1.425403841418895
346000	-1230.4512614408645	-1229.0574286125352	-1.3938328283292614	-1229.0574286125352	0.7273030508522077	-1.3938328283292614	1.8402026263956481
